epoch,dendrites_acc,dendrites_iou_score,dendrites_loss,loss,spines_acc,spines_iou_score,spines_loss,val_dendrites_acc,val_dendrites_iou_score,val_dendrites_loss,val_loss,val_spines_acc,val_spines_iou_score,val_spines_loss
0,0.9347928762435913,0.574468731880188,0.2835312783718109,0.31003671884536743,0.94528728723526,0.2816254198551178,0.026505213230848312,0.9417036771774292,0.6780174970626831,0.19199985265731812,0.2175920456647873,0.9419063925743103,0.3442700505256653,0.025592416524887085
1,0.9459288120269775,0.7203065752983093,0.16353030502796173,0.17840707302093506,0.9490793347358704,0.45362305641174316,0.014876915141940117,0.9432052373886108,0.6775897741317749,0.1923198252916336,0.21874351799488068,0.9413853883743286,0.39009523391723633,0.026424210518598557
2,0.9472754001617432,0.7595084309577942,0.1375313699245453,0.15005002915859222,0.9500101804733276,0.5329490303993225,0.012518837116658688,0.9409478902816772,0.6748495697975159,0.19426529109477997,0.22061890363693237,0.9402685165405273,0.39708784222602844,0.026353465393185616
3,0.9479252696037292,0.7804646492004395,0.1241593286395073,0.13537324965000153,0.9505262970924377,0.5800856947898865,0.011213996447622776,0.9417648315429688,0.6820957064628601,0.1891210824251175,0.2149292230606079,0.9395756125450134,0.4378783702850342,0.025808462873101234
4,0.9483627676963806,0.7944328188896179,0.11531361192464828,0.12574002146720886,0.9509005546569824,0.6101913452148438,0.010426533408463001,0.9422115087509155,0.6675700545310974,0.19952888786792755,0.2262634038925171,0.9407089352607727,0.432437002658844,0.02673453651368618
5,0.948640763759613,0.8033612370491028,0.10989416390657425,0.11976563930511475,0.9511704444885254,0.6319957375526428,0.009871315211057663,0.9416328072547913,0.6704496145248413,0.19738827645778656,0.22379858791828156,0.9395589232444763,0.4470141530036926,0.02641044184565544
6,0.9487956166267395,0.8066370487213135,0.1079208254814148,0.11756844073534012,0.9513621926307678,0.6423331499099731,0.009647474624216557,0.9425094127655029,0.6690683960914612,0.19843041896820068,0.22515517473220825,0.9389925003051758,0.442791610956192,0.026724806055426598
7,0.948964536190033,0.8113700151443481,0.10494235157966614,0.11426606774330139,0.9515417814254761,0.6537726521492004,0.009323634207248688,0.9425830245018005,0.6654422283172607,0.2010536938905716,0.22911402583122253,0.9398934841156006,0.4225214421749115,0.028060056269168854
8,0.949109673500061,0.8144433498382568,0.10311948508024216,0.11218254268169403,0.951678454875946,0.6635739803314209,0.00906321406364441,0.9428879618644714,0.6667354702949524,0.20009943842887878,0.22902081906795502,0.9400007724761963,0.4211728274822235,0.0289212204515934
9,0.9491515159606934,0.8194639682769775,0.1000344529747963,0.10894553363323212,0.951758623123169,0.6692090034484863,0.008911090902984142,0.9410147070884705,0.6654757857322693,0.20100395381450653,0.22731716930866241,0.939008891582489,0.4264756441116333,0.026313237845897675
10,0.9492865204811096,0.8218565583229065,0.09865595400333405,0.10733530670404434,0.9518610239028931,0.676674485206604,0.008679389953613281,0.9408618807792664,0.6691126823425293,0.19838665425777435,0.2255043238401413,0.939815878868103,0.4362422525882721,0.02711772546172142
11,0.9493376016616821,0.8254721164703369,0.09641312807798386,0.104913130402565,0.9519166946411133,0.6830853223800659,0.008499995805323124,0.9405645728111267,0.6582564115524292,0.20622341334819794,0.2335788458585739,0.9397210478782654,0.4466930627822876,0.02735563926398754
12,0.9494359493255615,0.8292139172554016,0.09411557763814926,0.10241858661174774,0.9520025849342346,0.6893820762634277,0.00830303318798542,0.9415594339370728,0.672709584236145,0.19583147764205933,0.22447529435157776,0.940214991569519,0.4308239817619324,0.02864406630396843
13,0.9494895935058594,0.826757550239563,0.09572850167751312,0.1041639894247055,0.9520537257194519,0.6859849095344543,0.008435414172708988,0.9406858086585999,0.6733136773109436,0.19537101686000824,0.22313754260540009,0.9400350451469421,0.44163718819618225,0.027766810730099678
14,0.9495159387588501,0.8312240242958069,0.0929829552769661,0.1012052595615387,0.9520861506462097,0.6928479075431824,0.008222274482250214,0.9402456283569336,0.6701405644416809,0.19764092564582825,0.2249155342578888,0.939811110496521,0.44849565625190735,0.02727426216006279
15,0.9496145248413086,0.8315281867980957,0.09280034154653549,0.10100304335355759,0.9521780014038086,0.6938353776931763,0.00820265430957079,0.9412169456481934,0.6716605424880981,0.19657187163829803,0.22449566423892975,0.9393989443778992,0.4506485164165497,0.02792373299598694
16,0.9496926665306091,0.8342857956886292,0.09120838344097137,0.09926315397024155,0.9522683024406433,0.6987306475639343,0.008054828271269798,0.9403177499771118,0.6634686589241028,0.20242823660373688,0.23029230535030365,0.9396738409996033,0.4273788630962372,0.027864165604114532
17,0.9497886896133423,0.8363978266716003,0.08996320515871048,0.09788495302200317,0.9523245692253113,0.7034480571746826,0.007921691052615643,0.9413804411888123,0.6630973219871521,0.20274050533771515,0.2309292107820511,0.9403899908065796,0.4348941743373871,0.028188427910208702
18,0.9498481750488281,0.8400564193725586,0.08782454580068588,0.09567112475633621,0.9523825645446777,0.7055860757827759,0.007846460677683353,0.9403170943260193,0.6619433164596558,0.20354992151260376,0.23177795112133026,0.939936101436615,0.43789398670196533,0.028228003531694412
19,0.9499090313911438,0.8437063097953796,0.08563392609357834,0.09328337758779526,0.9524314403533936,0.711971640586853,0.0076494477689266205,0.9413653612136841,0.6675754189491272,0.19951298832893372,0.2289276123046875,0.9395478963851929,0.4278976619243622,0.02941480278968811
20,0.9500044584274292,0.8456247448921204,0.08447133004665375,0.09201630204916,0.9524747729301453,0.7154839038848877,0.007545019965618849,0.9392750859260559,0.6617851257324219,0.2036515772342682,0.2314252257347107,0.9398499727249146,0.44925832748413086,0.02777375653386116
21,0.9500217437744141,0.846937358379364,0.08369438350200653,0.09123687446117401,0.9525096416473389,0.7159805297851562,0.007542608305811882,0.9406647086143494,0.6725210547447205,0.19592340290546417,0.2241595834493637,0.9401209950447083,0.43813297152519226,0.02823631837964058
22,0.9500606656074524,0.8493203520774841,0.08231859654188156,0.08973992615938187,0.9525187611579895,0.7197704315185547,0.007421370595693588,0.9409531354904175,0.6720244288444519,0.1963113695383072,0.22471770644187927,0.9402590990066528,0.440565824508667,0.028406258672475815
23,0.9501104354858398,0.8504389524459839,0.08172330260276794,0.08909936249256134,0.9525728821754456,0.7216230034828186,0.007375987246632576,0.9401835799217224,0.6676471829414368,0.19943493604660034,0.22738750278949738,0.940204918384552,0.4414913058280945,0.027952618896961212
24,0.9501463770866394,0.8500195741653442,0.08196403831243515,0.0893261730670929,0.9525949358940125,0.7215437889099121,0.007362150587141514,0.939942479133606,0.6647655963897705,0.20151133835315704,0.22981463372707367,0.939837634563446,0.43889856338500977,0.02830294892191887
25,0.9501760601997375,0.8526747226715088,0.08033857494592667,0.08757954090833664,0.9526302814483643,0.7256738543510437,0.007240972016006708,0.9406771063804626,0.6689255237579346,0.1985228955745697,0.22687314450740814,0.9398121237754822,0.44537124037742615,0.028350187465548515
26,0.9502058625221252,0.855390191078186,0.0787314921617508,0.08586516231298447,0.9526498317718506,0.7289234399795532,0.0071337525732815266,0.9403517842292786,0.6681079268455505,0.1991034597158432,0.22748839855194092,0.9398500323295593,0.4418178200721741,0.028384774923324585
27,0.9502266645431519,0.8523242473602295,0.08060308545827866,0.08785124868154526,0.9526684284210205,0.725466787815094,0.007248083129525185,0.9410742521286011,0.6652251482009888,0.20117509365081787,0.23013310134410858,0.9399962425231934,0.43344971537590027,0.02895801141858101
28,0.9502389430999756,0.8549096584320068,0.07903149724006653,0.0862107202410698,0.9526703357696533,0.7280077338218689,0.0071792625822126865,0.940683901309967,0.6628815531730652,0.20287775993347168,0.23178058862686157,0.9398004412651062,0.4408110976219177,0.028902657330036163
29,0.9502720832824707,0.8560284376144409,0.07837790250778198,0.08550059050321579,0.952684760093689,0.7300209403038025,0.007122720126062632,0.9402253031730652,0.6665195226669312,0.2002476304769516,0.22856447100639343,0.9395970106124878,0.4456539750099182,0.028316861018538475
